price,district,area_m2,age_building,building_floor,apartment_floor,number_windows,garage
3000000.0,Баянзүрх,36,10,10,4,2.0,Байхгүй
210000000.0,Баянгол,75,0,17,14,4.0,Байхгүй
122000000.0,Баянзүрх,44,9,12,10,3.0,Байхгүй
295000000.0,Хан-Уул,87,13,5,2,4.0,Байхгүй
263000000.0,Сүхбаатар,105,17,5,5,6.0,Байгаа
125000000.0,Баянгол,54,24,9,4,4.0,Байхгүй
175000000.0,Баянзүрх,57,6,12,3,4.0,Байгаа
500000.0,Баянзүрх,80,11,12,11,3.0,Байхгүй
160000000.0,Хан-Уул,66,10,5,5,2.0,Байхгүй
2500000.0,Баянзүрх,44,4,12,1,2.0,Байхгүй
97000000.0,Баянгол,38,10,16,6,2.0,Байхгүй
3100000.0,Сүхбаатар,53,0,16,15,2.0,Байхгүй
2800000.0,Баянзүрх,62,1,12,4,3.0,Байхгүй
225000000.0,Баянгол,74,4,5,5,5.0,Байхгүй
138000000.0,Баянгол,48,43,9,2,2.0,Байхгүй
85000000.0,Баянзүрх,18,38,5,3,3.0,Байхгүй
150000000.0,Баянгол,29,34,9,1,4.0,Байхгүй
2900000.0,Баянзүрх,49,0,16,9,2.0,Байхгүй
98000000.0,Баянгол,38,11,16,6,2.0,Байхгүй
170000000.0,Хан-Уул,60,2,12,5,2.0,Байхгүй
4500000.0,Хан-Уул,84,1,2,2,4.0,Байгаа
3000000.0,Баянзүрх,39,0,5,3,2.0,Байхгүй
105000000.0,Сонгинохайрхан,42,12,12,1,2.0,Байхгүй
339000000.0,Баянгол,170,23,9,1,7.0,Байхгүй
3800000.0,Баянгол,155,5,16,16,6.0,Байхгүй
2800000.0,Баянзүрх,70,0,23,14,4.0,Байхгүй
4099999.9999999995,Хан-Уул,106,4,10,3,6.0,Байгаа
3100000.0,Сүхбаатар,54,0,16,15,2.0,Байхгүй
110000000.0,Баянзүрх,34,11,6,5,2.0,Байхгүй
190000000.0,Сүхбаатар,44,38,5,2,3.0,Байхгүй
3200000.0,Баянзүрх,76,10,16,5,3.0,Байхгүй
140000000.0,Баянзүрх,50,3,16,3,2.0,Байхгүй
2900000.0,Баянгол,45,0,17,12,2.0,Байхгүй
95000000.0,Баянзүрх,32,38,4,1,2.0,Байхгүй
75000000.0,Сонгинохайрхан,34,6,5,3,2.0,Байхгүй
87000000.0,Баянзүрх,50,0,10,6,2.0,Байгаа
115000000.0,Баянзүрх,29,9,10,5,2.0,Байхгүй
94000000.0,Баянгол,29,10,5,1,2.0,Байхгүй
3200000.0,Баянгол,62,8,12,10,3.0,Байхгүй
217000000.0,Хан-Уул,62,1,12,3,2.0,Байгаа
190000000.0,Хан-Уул,78,9,10,2,3.0,Байхгүй
2800000.0,Хан-Уул,83,1,16,16,4.0,Байгаа
4200000.0,Баянгол,52,2,16,11,3.0,Байхгүй
2300000.0,Хан-Уул,59,4,13,13,2.0,Байхгүй
80000000.0,Хан-Уул,50,0,12,4,2.0,Байхгүй
1400000.0,Чингэлтэй,52,9,15,15,2.0,Байхгүй
112000000.0,Баянзүрх,44,10,10,5,2.0,Байхгүй
224000000.0,Баянзүрх,83,28,5,1,3.0,Байхгүй
2500000.0,Хан-Уул,87,2,12,4,3.0,Байгаа
1900000.0,Хан-Уул,58,0,12,7,2.0,Байхгүй
2800000.0,Баянгол,94,7,9,3,4.0,Байхгүй
96000000.0,Баянзүрх,36,42,5,4,2.0,Байхгүй
2700000.0,Баянгол,94,11,10,3,5.0,Байхгүй
4600000.0,Сүхбаатар,60,14,12,5,2.0,Байхгүй
120000000.0,Баянгол,18,43,9,9,2.0,Байхгүй
210000000.0,Баянзүрх,80,9,6,1,6.0,Байхгүй
3100000.0,Хан-Уул,154,7,10,10,6.0,Байгаа
150000000.0,Баянзүрх,1,23,5,2,4.0,Байхгүй
3300000.0,Баянзүрх,70,13,12,11,4.0,Байхгүй
122000000.0,Хан-Уул,47,38,6,6,3.0,Байхгүй
3300000.0,Баянзүрх,70,13,12,11,4.0,Байхгүй
190000000.0,Баянзүрх,49,8,10,10,4.0,Байхгүй
2800000.0,Сүхбаатар,25,0,16,9,4.0,Байгаа
150000000.0,Баянгол,60,24,9,8,3.0,Байхгүй
100000000.0,Сонгинохайрхан,47,13,12,2,3.0,Байхгүй
105000000.0,Баянзүрх,40,25,9,9,2.0,Байхгүй
125000000.0,Баянзүрх,60,35,9,3,3.0,Байхгүй
240000000.0,Сүхбаатар,90,33,9,8,4.0,Байхгүй
190000000.0,Сүхбаатар,44,43,5,2,3.0,Байхгүй
145000000.0,Баянзүрх,43,9,12,2,2.0,Байхгүй
100000000.0,Баянгол,40,11,6,6,3.0,Байхгүй
2300000.0,Баянзүрх,200,3,12,2,7.0,Байхгүй
156000000.0,Баянгол,53,10,12,6,2.0,Байхгүй
110000000.0,Сонгинохайрхан,44,5,12,3,3.0,Байхгүй
110000000.0,Сонгинохайрхан,44,5,12,3,3.0,Байхгүй
124000000.0,Хан-Уул,51,0,16,3,2.0,Байхгүй
90000000.0,Баянзүрх,32,12,17,9,2.0,Байхгүй
150000000.0,Хан-Уул,61,0,12,2,4.0,Байгаа
155000000.0,Баянгол,44,8,11,3,2.0,Байхгүй
1300000.0,Баянгол,64,14,6,2,3.0,Байхгүй
230000000.0,Баянзүрх,60,11,15,11,3.0,Байхгүй
150000000.0,Баянгол,60,33,12,7,3.0,Байхгүй
200000000.0,Сүхбаатар,30,32,5,4,3.0,Байхгүй
85000000.0,Сонгинохайрхан,48,37,5,5,2.0,Байхгүй
125000000.0,Сонгинохайрхан,50,39,9,6,3.0,Байхгүй
3400000.0,Сүхбаатар,37,1,16,11,2.0,Байхгүй
105000000.0,Баянзүрх,40,25,9,9,2.0,Байхгүй
2400000.0,Хан-Уул,131,5,12,12,4.0,Байхгүй
350000000.0,Баянзүрх,100,11,16,13,3.0,Байгаа
140000000.0,Чингэлтэй,45,0,16,7,2.0,Байхгүй
2700000.0,Баянзүрх,58,0,6,5,3.0,Байхгүй
185000000.0,Баянзүрх,55,13,12,8,3.0,Байхгүй
168000000.0,Сонгинохайрхан,80,33,9,5,4.0,Байхгүй
339000000.0,Баянгол,144,23,9,1,7.0,Байхгүй
500000.0,Баянзүрх,70,8,16,6,4.0,Байхгүй
2600000.0,Хан-Уул,79,6,12,9,4.0,Байгаа
165000000.0,Баянгол,45,15,12,4,5.0,Байхгүй
1900000.0,Сүхбаатар,68,0,16,4,3.0,Байхгүй
3800000.0,Баянзүрх,217,15,6,1,5.0,Байхгүй
3200000.0,Баянзүрх,55,1,16,14,2.0,Байхгүй
120000000.0,Чингэлтэй,40,33,5,5,3.0,Байхгүй
2900000.0,Баянгол,41,11,10,2,2.0,Байхгүй
170000000.0,Хан-Уул,53,7,16,4,2.0,Байхгүй
110000000.0,Баянзүрх,56,35,6,4,3.0,Байхгүй
3900000.0,Хан-Уул,119,8,12,2,6.0,Байхгүй
2800000.0,Баянзүрх,57,7,16,3,4.0,Байхгүй
90000000.0,Баянзүрх,29,0,16,15,3.0,Байхгүй
2900000.0,Баянгол,88,10,12,8,4.0,Байхгүй
87000000.0,Баянзүрх,33,9,12,7,2.0,Байхгүй
37000000.0,Сонгинохайрхан,25,5,5,1,1.0,Байхгүй
180000000.0,Баянгол,40,33,9,1,4.0,Байхгүй
250000000.0,Баянзүрх,80,12,10,2,3.0,Байхгүй
2500000.0,Баянгол,98,19,6,5,5.0,Байгаа
2500000.0,Баянгол,65,33,5,5,4.0,Байхгүй
3300000.0,Баянзүрх,72,0,3,5,4.0,Байгаа
3000000.0,Хан-Уул,73,1,16,2,2.0,Байхгүй
115000000.0,Баянгол,44,10,16,11,3.0,Байхгүй
89000000.0,Хан-Уул,42,9,9,6,1.0,Байхгүй
143000000.0,Баянзүрх,51,1,14,2,2.0,Байхгүй
120000000.0,Баянгол,39,24,5,5,3.0,Байхгүй
130000000.0,Баянгол,42,13,9,5,2.0,Байхгүй
112000000.0,Хан-Уул,45,2,12,11,2.0,Байгаа
3200000.0,Хан-Уул,58,3,16,9,3.0,Байхгүй
396000000.0,Баянзүрх,104,9,12,9,3.0,Байхгүй
4300000.0,Баянзүрх,85,9,16,14,4.0,Байгаа
75000000.0,Сонгинохайрхан,29,8,15,4,2.0,Байхгүй
170000000.0,Баянзүрх,58,0,7,6,4.0,Байхгүй
3300000.0,Баянзүрх,46,0,11,9,2.0,Байхгүй
2500000.0,Сүхбаатар,100,14,7,5,5.0,Байгаа
214000000.0,Хан-Уул,61,1,10,2,2.0,Байгаа
175000000.0,Баянзүрх,49,12,16,4,2.0,Байхгүй
140000000.0,Баянзүрх,57,7,16,3,4.0,Байхгүй
4200000.0,Баянзүрх,133,7,16,4,6.0,Байгаа
2900000.0,Баянгол,42,7,10,4,3.0,Байгаа
2500000.0,Хан-Уул,82,10,10,6,3.0,Байгаа
3000000.0,Хан-Уул,144,8,6,1,6.0,Байгаа
122000000.0,Баянзүрх,48,0,16,11,2.0,Байхгүй
160000000.0,Сүхбаатар,40,34,9,3,2.0,Байхгүй
3000000.0,Хан-Уул,41,10,10,6,1.0,Байхгүй
105000000.0,Баянзүрх,40,8,9,4,2.0,Байхгүй
120000000.0,Сонгинохайрхан,40,33,9,6,3.0,Байхгүй
140000000.0,Баянгол,40,27,9,8,4.0,Байхгүй
1000000.0,Хан-Уул,41,6,12,5,2.0,Байгаа
427000000.0,Хан-Уул,138,13,10,10,7.0,Байгаа
200000000.0,Баянгол,40,33,9,1,4.0,Байхгүй
80000000.0,Баянгол,25,8,12,6,1.0,Байхгүй
120000000.0,Баянзүрх,45,3,6,1,3.0,Байхгүй
2500000.0,Сүхбаатар,86,16,5,4,4.0,Байгаа
350000000.0,Хан-Уул,103,15,12,9,3.0,Байхгүй
3200000.0,Баянгол,60,9,12,11,3.0,Байхгүй
250000000.0,Чингэлтэй,100,43,5,1,3.0,Байхгүй
136000000.0,Сүхбаатар,45,0,16,7,2.0,Байхгүй
1300000.0,Баянзүрх,49,0,10,8,3.0,Байгаа
2500000.0,Хан-Уул,51,0,12,6,2.0,Байхгүй
360000000.0,Баянзүрх,126,8,14,8,4.0,Байхгүй
4099999.9999999995,Баянзүрх,110,11,16,10,5.0,Байгаа
85000000.0,Налайх,48,23,5,5,4.0,Байхгүй
104000000.0,Баянгол,45,19,6,2,2.0,Байхгүй
1500000.0,Баянзүрх,45,0,16,16,2.0,Байгаа
169000000.0,Сүхбаатар,54,33,9,3,3.0,Байхгүй
2500000.0,Хан-Уул,114,0,16,16,4.0,Байхгүй
211000000.0,Баянзүрх,70,0,23,11,3.0,Байхгүй
2300000.0,Сүхбаатар,68,0,16,4,3.0,Байхгүй
144000000.0,Баянзүрх,52,12,17,3,3.0,Байхгүй
80000000.0,Сонгинохайрхан,39,9,4,4,2.0,Байхгүй
90000000.0,Сонгинохайрхан,55,14,5,1,1.0,Байхгүй
145000000.0,Баянгол,40,27,9,8,3.0,Байхгүй
3300000.0,Баянгол,50,8,12,6,2.0,Байхгүй
2100000.0,Баянгол,65,30,5,5,4.0,Байхгүй
150000000.0,Баянгол,75,33,9,7,4.0,Байхгүй
129000000.0,Баянгол,55,13,12,9,5.0,Байхгүй
112000000.0,Хан-Уул,45,2,12,11,2.0,Байгаа
98000000.0,Хан-Уул,33,8,9,9,1.0,Байхгүй
3300000.0,Баянзүрх,46,0,13,9,2.0,Байхгүй
3300000.0,Баянзүрх,46,0,13,9,2.0,Байхгүй
105000000.0,Баянгол,45,19,6,2,2.0,Байхгүй
2500000.0,Баянзүрх,58,8,12,11,4.0,Байхгүй
140000000.0,Баянгол,54,11,11,10,2.0,Байхгүй
120000000.0,Баянгол,45,14,10,1,2.0,Байхгүй
2600000.0,Баянзүрх,35,9,16,15,2.0,Байхгүй
2200000.0,Хан-Уул,94,8,6,6,4.0,Байхгүй
1500000.0,Баянзүрх,43,0,16,9,2.0,Байгаа
98000000.0,Хан-Уул,33,8,9,9,1.0,Байхгүй
1900000.0,Баянзүрх,53,0,12,3,3.0,Байхгүй
125000000.0,Баянзүрх,42,33,9,5,3.0,Байхгүй
2500000.0,Хан-Уул,59,4,12,1,2.0,Байхгүй
7500000.0,Хан-Уул,117,2,23,13,5.0,Байхгүй
127000000.0,Сүхбаатар,54,8,12,8,4.0,Байхгүй
3100000.0,Хан-Уул,49,5,13,9,2.0,Байхгүй
180000000.0,Хан-Уул,56,8,9,3,2.0,Байхгүй
117000000.0,Сонгинохайрхан,49,15,5,4,5.0,Байхгүй
175000000.0,Баянзүрх,55,16,15,11,3.0,Байхгүй
2700000.0,Сүхбаатар,90,33,9,4,5.0,Байхгүй
2500000.0,Хан-Уул,75,0,15,10,6.0,Байхгүй
1700000.0,Сонгинохайрхан,46,8,9,3,3.0,Байхгүй
2900000.0,Баянзүрх,57,10,10,4,3.0,Байгаа
3300000.0,Баянзүрх,42,0,15,9,2.0,Байхгүй
270000000.0,Хан-Уул,77,1,16,4,3.0,Байхгүй
135000000.0,Баянзүрх,39,43,5,1,2.0,Байхгүй
125000000.0,Баянгол,55,12,12,12,5.0,Байхгүй
190000000.0,Баянзүрх,24,43,9,8,3.0,Байхгүй
135000000.0,Сүхбаатар,16,34,5,3,2.0,Байхгүй
140000000.0,Баянгол,29,33,5,1,3.0,Байхгүй
148000000.0,Баянзүрх,53,7,16,2,3.0,Байхгүй
220000000.0,Сүхбаатар,75,9,9,8,4.0,Байхгүй
85000000.0,Баянзүрх,54,33,5,3,3.0,Байхгүй
220000000.0,Хан-Уул,70,1,3,2,4.0,Байхгүй
197000000.0,Баянзүрх,65,0,16,2,4.0,Байхгүй
149000000.0,Хан-Уул,49,0,16,9,2.0,Байхгүй
160000000.0,Хан-Уул,57,0,16,5,2.0,Байхгүй
281000000.0,Баянзүрх,80,0,16,6,4.0,Байхгүй
145000000.0,Баянгол,50,13,5,4,2.0,Байгаа
145000000.0,Баянгол,50,13,5,4,2.0,Байгаа
244000000.0,Хан-Уул,94,8,10,9,5.0,Байхгүй
64000000.0,Сүхбаатар,20,8,12,12,1.0,Байхгүй
2900000.0,Баянзүрх,103,13,10,5,5.0,Байхгүй
146000000.0,Баянзүрх,54,2,12,7,2.0,Байхгүй
145000000.0,Сүхбаатар,41,13,9,9,2.0,Байхгүй
483000000.0,Хан-Уул,115,4,5,1,3.0,Байхгүй
2300000.0,Баянгол,45,19,6,2,2.0,Байхгүй
160000000.0,Баянзүрх,53,0,7,2,2.0,Байхгүй
135000000.0,Баянзүрх,51,3,13,11,3.0,Байхгүй
185000000.0,Баянзүрх,57,7,10,10,2.0,Байхгүй
130000000.0,Баянзүрх,49,3,16,9,2.0,Байхгүй
195000000.0,Баянзүрх,58,11,12,2,2.0,Байхгүй
2700000.0,Баянзүрх,43,11,12,7,2.0,Байхгүй
370000000.0,Хан-Уул,150,12,10,10,5.0,Байгаа
137000000.0,Баянгол,37,1,14,2,2.0,Байхгүй
310000000.0,Хан-Уул,74,6,10,9,4.0,Байхгүй
114000000.0,Сонгинохайрхан,43,5,15,11,2.0,Байхгүй
170000000.0,Баянзүрх,56,5,5,1,5.0,Байхгүй
170000000.0,Баянзүрх,56,5,5,1,5.0,Байхгүй
2500000.0,Баянзүрх,33,11,12,9,1.0,Байхгүй
84000000.0,Сонгинохайрхан,54,29,4,1,3.0,Байхгүй
2500000.0,Баянгол,60,10,9,5,2.0,Байхгүй
165000000.0,Сонгинохайрхан,40,36,9,6,4.0,Байхгүй
380000000.0,Чингэлтэй,88,11,1,1,6.0,Байгаа
4000000.0,Баянзүрх,61,8,16,1,3.0,Байхгүй
120000000.0,Баянзүрх,46,38,5,3,3.0,Байхгүй
3900000.0,Баянгол,49,9,12,6,1.0,Байхгүй
190000000.0,Баянзүрх,59,13,11,10,4.0,Байхгүй
128000000.0,Баянзүрх,44,1,5,4,2.0,Байхгүй
152000000.0,Чингэлтэй,55,8,12,5,3.0,Байхгүй
125000000.0,Сонгинохайрхан,56,24,11,11,6.0,Байхгүй
2300000.0,Баянзүрх,44,15,5,2,3.0,Байхгүй
85000000.0,Сонгинохайрхан,54,41,5,2,4.0,Байхгүй
2500000.0,Хан-Уул,52,3,16,10,3.0,Байхгүй
351000000.0,Баянзүрх,120,11,9,2,6.0,Байхгүй
2400000.0,Баянзүрх,72,5,9,7,3.0,Байхгүй
150000000.0,Баянзүрх,60,12,6,6,4.0,Байхгүй
97000000.0,Баянзүрх,30,2,16,16,1.0,Байхгүй
3300000.0,Хан-Уул,84,1,16,13,4.0,Байхгүй
30000000.0,Сонгинохайрхан,20,5,5,1,1.0,Байхгүй
1500000.0,Хан-Уул,53,0,12,3,3.0,Байхгүй
209000000.0,Баянгол,63,0,16,14,3.0,Байхгүй
72000000.0,Сүхбаатар,21,1,14,12,1.0,Байхгүй
2900000.0,Баянзүрх,57,10,10,4,3.0,Байгаа
2700000.0,Баянгол,84,10,12,5,4.0,Байгаа
215000000.0,Хан-Уул,61,1,12,9,4.0,Байхгүй
97000000.0,Сүхбаатар,32,0,16,7,1.0,Байхгүй
220000000.0,Хан-Уул,60,9,12,5,3.0,Байхгүй
284000000.0,Баянзүрх,68,10,12,8,2.0,Байгаа
3500000.0,Баянзүрх,45,1,12,12,3.0,Байхгүй
146000000.0,Сүхбаатар,42,11,5,2,2.0,Байхгүй
138000000.0,Баянзүрх,64,9,10,6,3.0,Байгаа
129000000.0,Баянгол,56,33,9,6,4.0,Байхгүй
2700000.0,Хан-Уул,79,13,5,2,3.0,Байхгүй
3800000.0,Хан-Уул,64,1,17,6,4.0,Байхгүй
4000000.0,Чингэлтэй,115,13,9,4,5.0,Байгаа
128000000.0,Баянзүрх,51,6,12,3,3.0,Байхгүй
3100000.0,Сүхбаатар,75,2,12,5,5.0,Байхгүй
185000000.0,Баянгол,53,0,15,12,3.0,Байхгүй
80000000.0,Баянзүрх,33,7,6,3,2.0,Байхгүй
80000000.0,Баянзүрх,33,7,6,3,2.0,Байхгүй
3900000.0,Хан-Уул,64,1,16,6,4.0,Байхгүй
2800000.0,Баянзүрх,26,3,15,10,2.0,Байхгүй
2400000.0,Сүхбаатар,94,13,6,3,5.0,Байхгүй
3300000.0,Баянзүрх,98,10,16,6,4.0,Байхгүй
3300000.0,Баянзүрх,98,10,16,6,4.0,Байхгүй
90000000.0,Сонгинохайрхан,18,33,9,2,2.0,Байхгүй
165000000.0,Баянзүрх,82,11,10,10,4.0,Байхгүй
153000000.0,Баянзүрх,54,0,16,14,4.0,Байхгүй
80000000.0,Баянзүрх,34,9,6,3,1.0,Байхгүй
3300000.0,Хан-Уул,94,7,13,2,4.0,Байхгүй
5500000.0,Хан-Уул,70,7,22,1,3.0,Байхгүй
2200000.0,Баянзүрх,46,2,17,15,2.0,Байхгүй
3000000.0,Баянгол,54,1,16,15,2.0,Байгаа
228000000.0,Баянзүрх,72,7,12,1,3.0,Байхгүй
2500000.0,Баянгол,47,12,12,8,2.0,Байхгүй
168000000.0,Баянгол,57,6,12,8,2.0,Байхгүй
85000000.0,Сонгинохайрхан,54,30,5,1,3.0,Байхгүй
143000000.0,Баянзүрх,55,12,10,10,5.0,Байхгүй
72000000.0,Баянзүрх,25,5,15,15,1.0,Байхгүй
4800000.0,Баянзүрх,78,9,9,2,4.0,Байхгүй
2100000.0,Баянгол,48,9,5,5,3.0,Байгаа
2300000.0,Хан-Уул,49,0,12,2,3.0,Байхгүй
159000000.0,Хан-Уул,60,8,10,9,3.0,Байгаа
2200000.0,Чингэлтэй,65,17,10,8,3.0,Байхгүй
2700000.0,Баянзүрх,88,11,12,2,5.0,Байхгүй
358000000.0,Баянгол,99,3,16,2,4.0,Байхгүй
89000000.0,Сонгинохайрхан,18,30,9,9,2.0,Байхгүй
165000000.0,Хан-Уул,58,3,15,2,3.0,Байгаа
150000000.0,Сонгинохайрхан,40,27,9,4,4.0,Байхгүй
120000000.0,Баянгол,52,4,12,8,3.0,Байхгүй
77000000.0,Баянгол,31,12,16,4,1.0,Байхгүй
4500000.0,Баянзүрх,58,3,16,5,2.0,Байхгүй
290000000.0,Баянзүрх,95,8,14,10,4.0,Байхгүй
2100000.0,Сонгинохайрхан,69,13,10,10,3.0,Байхгүй
160000000.0,Сонгинохайрхан,80,32,9,4,4.0,Байгаа
69000000.0,Баянзүрх,50,0,12,6,3.0,Байгаа
3000000.0,Хан-Уул,55,2,16,12,2.0,Байгаа
176000000.0,Баянгол,55,0,6,6,3.0,Байхгүй
110000000.0,Баянгол,51,43,3,2,2.0,Байхгүй
3000000.0,Сүхбаатар,38,6,13,5,4.0,Байхгүй
168000000.0,Баянгол,57,6,12,8,2.0,Байхгүй
3700000.0,Хан-Уул,77,1,15,7,5.0,Байхгүй
75000000.0,Баянгол,26,16,10,9,1.0,Байхгүй
3600000.0,Хан-Уул,74,1,16,10,3.0,Байгаа
1800000.0,Баянзүрх,40,0,12,3,3.0,Байгаа
125000000.0,Сонгинохайрхан,48,34,5,5,4.0,Байхгүй
95000000.0,Хан-Уул,35,0,12,2,2.0,Байхгүй
227000000.0,Баянгол,75,0,16,4,4.0,Байхгүй
78000000.0,Баянзүрх,33,6,5,1,2.0,Байхгүй
1600000.0,Баянзүрх,42,0,12,8,2.0,Байгаа
1600000.0,Баянзүрх,60,0,10,8,3.0,Байгаа
1700000.0,Хан-Уул,66,0,12,6,3.0,Байгаа
168000000.0,Баянгол,57,6,12,8,2.0,Байхгүй
1800000.0,Сонгинохайрхан,50,8,9,3,2.0,Байхгүй
150000000.0,Сонгинохайрхан,56,8,15,10,2.0,Байхгүй
168000000.0,Баянзүрх,54,12,6,6,4.0,Байхгүй
138000000.0,Баянзүрх,45,3,16,2,2.0,Байхгүй
2900000.0,Хан-Уул,52,5,13,8,2.0,Байхгүй
136000000.0,Сонгинохайрхан,58,11,12,1,2.0,Байхгүй
138000000.0,Баянгол,50,33,5,1,3.0,Байхгүй
80000000.0,Баянгол,25,12,12,7,1.0,Байхгүй
75000000.0,Сонгинохайрхан,28,10,15,7,2.0,Байхгүй
128000000.0,Сонгинохайрхан,55,21,12,2,2.0,Байхгүй
150000000.0,Сонгинохайрхан,55,9,12,4,3.0,Байхгүй
160000000.0,Чингэлтэй,29,25,5,2,3.0,Байхгүй
150000000.0,Баянгол,60,17,5,1,3.0,Байхгүй
90000000.0,Сонгинохайрхан,27,43,5,2,2.0,Байхгүй
189000000.0,Хан-Уул,70,5,12,5,3.0,Байгаа
3000000.0,Хан-Уул,39,7,10,6,1.0,Байхгүй
115000000.0,Баянзүрх,41,7,13,5,3.0,Байхгүй
150000000.0,Баянзүрх,56,8,16,3,2.0,Байхгүй
123000000.0,Сонгинохайрхан,43,0,16,10,2.0,Байгаа
165000000.0,Сонгинохайрхан,51,0,16,8,3.0,Байгаа
2400000.0,Сонгинохайрхан,55,9,9,7,4.0,Байхгүй
120000000.0,Баянгол,36,3,16,10,1.0,Байхгүй
95000000.0,Сонгинохайрхан,40,11,12,8,2.0,Байхгүй
3200000.0,Хан-Уул,64,2,16,16,3.0,Байгаа
125000000.0,Хан-Уул,47,9,6,5,2.0,Байхгүй
1000000.0,Сонгинохайрхан,47,11,10,8,2.0,Байхгүй
185000000.0,Баянзүрх,71,10,12,12,4.0,Байхгүй
128000000.0,Баянгол,36,3,16,10,1.0,Байхгүй
1300000.0,Баянзүрх,1,0,16,8,2.0,Байгаа
2600000.0,Хан-Уул,54,1,12,8,2.0,Байхгүй
4099999.9999999995,Хан-Уул,66,3,16,4,2.0,Байхгүй
103000000.0,Баянгол,38,10,10,8,2.0,Байхгүй
3300000.0,Хан-Уул,69,9,9,6,3.0,Байхгүй
2900000.0,Баянзүрх,70,30,9,8,4.0,Байхгүй
4600000.0,Баянзүрх,71,6,15,7,2.0,Байгаа
95000000.0,Хан-Уул,50,17,4,1,3.0,Байхгүй
215000000.0,Сүхбаатар,43,5,15,4,2.0,Байхгүй
